ZIP,Number of returns,Amount
95993,811,440
95993,1877,690
95993,3143,740
95993,13038,1680
95993,19003,450
96001,33371,3740
96001,203,100
96001,643,390
96001,1818,620
96001,2761,660
96001,10647,1420
96001,17299,550
96002,20459,2920
96002,152,120
96002,575,370
96002,1512,540
96002,2049,500
96002,7798,1080
96002,8373,310
96003,30093,4240
96003,160,140
96003,859,500
96003,2028,750
96003,3314,800
96003,12035,1670
96003,11697,380
96006,142,30
96006,142,30
96007,8944,1750
96007,137,80
96007,359,260
96007,1130,430
96007,1362,360
96007,3777,530
96007,2179,90
96008,1852,200
96008,25,20
96008,120,40
96008,127,30
96008,627,80
96008,953,30
96013,1331,220
96013,41,30
96013,100,40
96013,152,40
96013,1038,110
96015,101,30
96015,101,30
96016,194,30
96016,194,30
96019,2990,690
96019,17,30
96019,260,150
96019,441,170
96019,509,130
96019,1763,210
96020,1502,260
96020,67,40
96020,164,50
96020,197,60
96020,571,90
96020,503,20
96021,5113,730
96021,406,150
96021,405,160
96021,482,130
96021,2170,240
96021,1650,50
96022,9810,1630
96022,74,50
96022,330,190
96022,775,290
96022,1317,330
96022,4622,640
96022,2692,130
96023,306,50
96023,50,20
96023,256,30
96024,420,60
96024,73,30
96024,347,30
96025,651,120
96025,33,30
96025,177,50
96025,441,40
96027,1080,130
96027,45,20
96027,75,20
96027,106,30
96027,854,60
96028,844,130
96028,74,30
96028,102,30
96028,668,70
96032,698,140
96032,22,20
96032,84,30
96032,161,40
96032,431,50
96035,705,130
96035,122,50
96035,127,30
96035,456,50
96038,179,40
96038,179,40
96039,224,40
96039,224,40
96041,823,80
96041,112,40
96041,711,40
96044,397,60
96044,91,30
96044,306,30
96047,452,70
96047,93,30
96047,359,40
96048,181,40
96048,181,40
96051,704,100
96051,140,50
96051,564,50
96052,431,70
96052,105,40
96052,326,30
96055,1957,250
96055,25,20
96055,88,30
96055,118,50
96055,182,40
96055,833,90
96055,711,20
96056,781,120
96056,193,60
96056,588,60
96057,483,90
96057,82,40
96057,117,20
96057,284,30
96059,257,40
96059,257,40
96062,1191,140
96062,69,30
96062,113,30
96062,431,60
96062,578,20
96064,1535,280
96064,84,60
96064,127,50
96064,250,60
96064,1074,110
96067,5275,790
96067,43,20
96067,162,90
96067,364,140
96067,561,140
96067,2250,300
96067,1895,100
96069,566,80
96069,115,40
96069,451,40
96073,9146,830
96073,180,80
96073,347,90
96073,456,110
96073,2936,390
96073,5227,160
96080,17122,2270
96080,158,80
96080,511,320
96080,1295,410
96080,1788,420
96080,6182,810
96080,7188,230
96088,2070,430
96088,11,20
96088,89,70
96088,226,90
96088,305,90
96088,1439,160
96091,331,50
96091,53,30
96091,278,20
96094,3546,530
96094,14,20
96094,164,80
96094,267,100
96094,395,100
96094,1332,190
96094,1374,40
96096,359,60
96096,88,30
96096,271,30
96097,4434,700
96097,108,30
96097,209,110
96097,349,140
96097,581,140
96097,1532,220
96097,1655,60
96101,1878,310
96101,76,50
96101,128,50
96101,276,70
96101,904,120
96101,494,20
96103,1500,210
96103,48,30
96103,114,40
96103,130,40
96103,656,80
96103,552,20
96104,276,50
96104,99,30
96104,177,20
96105,178,40
96105,178,40
96107,278,70
96107,92,40
96107,186,30
96109,140,40
96109,140,40
96114,2249,390
96114,45,40
96114,111,50
96114,325,80
96114,1183,190
96114,585,30
96117,97,20
96117,97,20
96118,443,120
96118,35,30
96118,84,30
96118,66,20
96118,258,40
96120,589,100
96120,112,40
96120,477,60
96121,187,40
96121,57,20
96121,130,20
96122,1608,260
96122,41,30
96122,134,50
96122,233,60
96122,651,100
96122,549,20
96124,249,40
96124,249,40
96125,84,20
96125,84,20
96128,329,60
96128,89,30
96128,240,30
96130,7280,1320
96130,254,150
96130,581,230
96130,1057,290
96130,4019,580
96130,1369,70
96134,894,80
96134,213,40
96134,681,40
96137,1644,240
96137,22,20
96137,145,50
96137,191,40
96137,1286,130
96146,4879,200
96146,41,30
96146,114,30
96146,134,20
96146,662,60
96146,3928,60
96150,14313,1840
96150,128,70
96150,339,200
96150,899,320
96150,1501,340
96150,5174,680
96150,6272,230
96161,41196,2260
96161,134,60
96161,328,140
96161,732,230
96161,1528,310
96161,7568,920
96161,30906,600
99999,1940440,95110
99999,3226,2190
99999,18061,9430
99999,47611,15020
99999,77591,15920
99999,285144,32690
99999,1508807,19860
